rank,user,pagerank,betweenness,norm_indegree,in_degree,out_degree,composite,core_number
163,Isa-Fay,0.002312546902308047,0.0,0.05128205128205128,2,0,0.016309634145538602,2
164,nkhasbag-nv,0.0021889187838858076,0.00015326155032037385,0.05128205128205128,2,1,0.01630616136326582,3
165,stas00,0.0022979866315070057,0.0,0.05128205128205128,2,0,0.016303810037218185,2
166,jerrychenhf,0.0022669568956605593,0.0,0.05128205128205128,2,0,0.016291398142879606,2
167,Nin17,0.002251008099652959,0.0,0.05128205128205128,2,0,0.016285018624476566,2
168,benchislett,0.0022363043966140443,0.0,0.05128205128205128,2,0,0.016279137143261003,2
169,fanganpai,0.0022298005034320943,0.0,0.05128205128205128,2,0,0.01627653558598822,2
170,adrian-prior,0.002225167627107344,0.0,0.05128205128205128,2,0,0.01627468243545832,2
171,haoliu3,0.0022204938232674902,0.0,0.05128205128205128,2,0,0.01627281291392238,2
172,mergennachin,0.002173927313844617,0.0,0.05128205128205128,2,0,0.01625418631015323,2
173,mzweilin,0.0021634330490654776,3.011032422797129e-06,0.05128205128205128,2,1,0.016250891913968415,3
174,hoshibara,0.002151615673484265,0.0,0.05128205128205128,2,0,0.01624526165400909,2
175,yberreby,0.002133095352581099,0.0,0.05128205128205128,2,0,0.016237853525647824,2
176,johnchun10,0.0021241938467722954,0.0,0.05128205128205128,2,0,0.016234292923324303,2
177,AngryLoki,0.0021241938467722954,0.0,0.05128205128205128,2,0,0.016234292923324303,2
178,billprovince,0.0021241938467722954,0.0,0.05128205128205128,2,0,0.016234292923324303,2
179,lindsayad,0.0021231826478728677,0.0,0.05128205128205128,2,0,0.01623388844376453,2
180,mferencevic,0.0021192839809249476,0.0,0.05128205128205128,2,0,0.01623232897698536,2
