rank,user,pagerank,betweenness,norm_indegree,in_degree,out_degree,composite,core_number
23,mitchelldehaven,0.0019065878931466766,0.0,0.375,6,0,0.11326263515725866,3
24,ariG23498,0.0013116780579351215,0.00078267262889448,0.375,6,8,0.11325947301184239,4
25,lucasjinreal,0.001662201256951783,1.1162433499802425e-05,0.375,6,1,0.11316822923283064,3
26,xin3he,0.0016454113439604027,4.46497339992097e-06,0.375,6,1,0.11315950402960413,5
27,jood-canva,0.0014325315001089609,1.1348474058132466e-05,0.375,6,1,0.11307641714226101,3
28,kmod,0.0014296693973669017,0.0,0.375,6,0,0.11307186775894675,4
29,jamesbraza,0.0013851740879331012,0.0,0.375,6,0,0.11305406963517323,3
30,Hermit-w,0.0012799581308836805,0.0,0.375,6,0,0.11301198325235347,5
31,AngledLuffa,0.0012666843464820003,0.0,0.375,6,0,0.11300667373859279,4
32,kaixuanliu,0.0011860580172670262,0.0,0.375,6,0,0.1129744232069068,4
33,anakin87,0.0010505241794150533,0.0,0.375,6,0,0.11292020967176601,4
34,SunMarc,0.002801080495908151,0.016235945566020957,0.3125,5,93,0.09974121586816954,5
35,yiliu30,0.005241740411162563,5.916089754895285e-05,0.3125,5,1,0.09586444443372971,3
36,EIIvy,0.0029753824321993856,0.0,0.3125,5,0,0.09494015297287975,3
37,logicvv,0.0029241089380589846,0.0,0.3125,5,0,0.09491964357522359,3
38,aselimc,0.0024755607776353263,0.0,0.3125,5,0,0.09474022431105412,3
39,KabaevAnton,0.0023341572530427663,0.0,0.3125,5,0,0.0946836629012171,4
40,wyn1015,0.0021180438103527914,0.0,0.3125,5,0,0.09459721752414112,3
41,LucienXian,0.0020069598210894738,0.0,0.3125,5,0,0.09455278392843579,3
42,rahul-tuli,0.0019694084688361368,0.0,0.3125,5,0,0.09453776338753446,3
43,zouYC2021,0.001968512354831811,0.0,0.3125,5,0,0.09453740494193272,3
44,lcxrocks,0.0018827400753513687,0.0,0.3125,5,0,0.09450309603014055,3
45,quic-kyunggeu,0.0017234290943101537,0.0,0.3125,5,0,0.09443937163772406,3
46,math-hiyoko,0.001559738213886407,0.0,0.3125,5,0,0.09437389528555457,4
47,KyleMylonakisProtopia,0.0010974802817683771,0.00021431872319620655,0.3125,5,2,0.09425328772966621,4
48,es94129,0.0011869005775394304,0.0,0.3125,5,0,0.09422476023101577,3
49,Tavish9,0.0011280033263658044,0.0,0.3125,5,0,0.09420120133054632,3
50,edmcman,0.0011119263481167178,0.0,0.3125,5,0,0.09419477053924669,4
51,yilian49,0.001062331465706697,0.0,0.3125,5,0,0.09417493258628268,4
52,MilkClouds,0.0009595320867357657,0.0,0.3125,5,0,0.09413381283469431,4
53,davidberenstein1957,0.0009589708823847334,0.0,0.3125,5,0,0.09413358835295389,4
54,ETOgaosion,0.0008786083914806666,0.0,0.3125,5,0,0.09410144335659226,4
55,tomaarsen,0.0008558826293526135,0.003620851574610077,0.25,4,5,0.07642860852412406,4
56,camilla-deckard,0.002665624730918857,0.0,0.25,4,0,0.07606624989236754,4
57,fengyuentau,0.0026454789151749113,0.0,0.25,4,0,0.07605819156606997,3
58,pxb5080,0.002513261494203911,0.0,0.25,4,0,0.07600530459768157,3
59,harupy,0.0023738807564836137,7.534642612366636e-05,0.25,4,2,0.07597215623043055,3
60,cmp-nct,0.0015204955791457485,0.000924882031681963,0.25,4,1,0.07588566284116288,3
61,awni,0.001954100641545887,0.0,0.25,4,0,0.07578164025661835,3
62,sleepingcat4,0.0018080536915591435,0.0,0.25,4,0,0.07572322147662365,3
63,fschlatt,0.0017292749948393505,0.0,0.25,4,0,0.07569170999793574,2
64,NickLucche,0.0017244420849513687,0.0,0.25,4,0,0.07568977683398055,3
65,philiproeleveld,0.0017069046004949847,3.3487300499407274e-06,0.25,4,1,0.07568376645921297,3
66,tcnguyen,0.001668834407509905,0.0,0.25,4,0,0.07566753376300396,3
67,kevinlu1248,0.0016124640784023472,0.0,0.25,4,0,0.07564498563136093,3
68,renet10,0.0015753211910683792,0.0,0.25,4,0,0.07563012847642735,3
69,szymonkulpinski,0.0015499024879240754,0.0,0.25,4,0,0.07561996099516963,2
70,harshaljanjani,0.001046092989615414,0.0006561650492300524,0.25,4,1,0.07561528671061518,4
71,eltonjohnfanboy,0.001505689742333933,0.0,0.25,4,0,0.07560227589693357,3
72,AdelineXinyi,0.0014926033591702004,0.0,0.25,4,0,0.07559704134366808,3
73,trajepl,0.0014915673183507794,0.0,0.25,4,0,0.07559662692734032,2
74,2004learner,0.00148114243084203,0.0,0.25,4,0,0.07559245697233681,2
75,kirawi,0.0014540355455885967,0.0,0.25,4,0,0.07558161421823544,3
76,woct0rdho,0.001433345212958569,2.232486699960485e-06,0.25,4,1,0.07557400783119342,3
77,HichTala,0.0014311534582103567,0.0,0.25,4,0,0.07557246138328413,3
78,khyatimirani,0.0013801802242107224,0.0,0.25,4,0,0.07555207208968429,2
79,jiosephlee,0.0012992839232034532,6.027714089893309e-05,0.25,4,1,0.07553779671155106,2
80,Aki-07,0.0009250966047746972,0.0005186810766241527,0.25,4,1,0.07552564296489712,4
81,yurivict,0.0013137257087704327,0.0,0.25,4,0,0.07552549028350818,3
82,quic-meetkuma,0.001295605953994131,0.0,0.25,4,0,0.07551824238159766,3
83,thijs-vanweezel,0.001278085483939063,0.0,0.25,4,0,0.07551123419357562,3
84,DarwinYang,0.0011844711943306925,0.0,0.25,4,0,0.07547378847773227,2
85,nursery42,0.0011794578400955817,0.0,0.25,4,0,0.07547178313603822,3
86,conceptofmind,0.0011560468934045459,0.0,0.25,4,0,0.07546241875736182,3
87,willxxy,0.001155435304312695,0.0,0.25,4,0,0.07546217412172508,3
88,yurkoff-mv,0.0011128282342596069,5.469592414903188e-05,0.25,4,1,0.07546154007094855,3
89,jakeret,0.0011508563666777372,0.0,0.25,4,0,0.0754603425466711,3
90,kadirnar,0.0010870725568938478,2.8464205424496184e-05,0.25,4,1,0.07544336828438489,3
91,VishnuHaasan,0.0011057602276465432,0.0,0.25,4,0,0.07544230409105862,3
92,kwonmha,0.0010952436393543874,0.0,0.25,4,0,0.07543809745574175,3
93,chenyushuo,0.0010440992621981943,0.0,0.25,4,0,0.07541763970487927,3
94,siwooy,0.0010249290151607589,0.0,0.25,4,0,0.0754099716060643,3
95,Taimin,0.0010069702308181754,0.0,0.25,4,0,0.07540278809232727,3
96,Adefey,0.0009810239777539574,0.0,0.25,4,0,0.07539240959110158,4
97,AaronZLT,0.0009625911380701382,0.0,0.25,4,0,0.07538503645522805,3
98,nickeisenberg,0.0009454529000501522,0.0,0.25,4,0,0.07537818116002006,3
99,Noietch,0.0009362190371689984,0.0,0.25,4,0,0.07537448761486759,4
100,sfc-gh-sbekman,0.0009182541976710612,0.0,0.25,4,0,0.07536730167906842,4
101,zheliuyu,0.0009160689597301909,0.0,0.25,4,0,0.07536642758389207,4
102,yuanwu2017,0.0009158431285794304,0.0,0.25,4,0,0.07536633725143177,3
103,pb-sameerreddy,0.0008584608024140172,5.916089754895285e-05,0.25,4,1,0.07536113259023029,4
104,litagin02,0.0008895668528663134,0.0,0.25,4,0,0.07535582674114652,3
105,weifengpy,0.0008874021474190637,0.0,0.25,4,0,0.07535496085896762,3
106,HuangBugWei,0.000887055923064553,0.0,0.25,4,0,0.07535482236922582,4
107,kannandeepti,0.0008851399632554233,0.0,0.25,4,0,0.07535405598530216,4
108,ParagEkbote,0.0008827535685532041,0.0,0.25,4,0,0.07535310142742128,4
109,nv-guomingz,0.0008807104238344071,0.0,0.25,4,0,0.07535228416953375,3
110,jw9603,0.000878082592462334,0.0,0.25,4,0,0.07535123303698493,3
111,umarbutler,0.0008725819149926186,1.6743650249703637e-06,0.25,4,1,0.07534953507550454,4
112,xadupre,0.0008732229553747507,0.0,0.25,4,0,0.07534928918214989,4
113,TheTinyTeddy,0.0008660764059317653,0.0,0.25,4,0,0.07534643056237271,4
114,FurkanGozukara,0.0008493718349555268,0.0,0.25,4,0,0.0753397487339822,4
115,pandora-s-git,0.000848959281083057,0.0,0.25,4,0,0.07533958371243323,4
116,winglian,0.0010441530985970647,0.013834720079655126,0.1875,3,2,0.06081807726333536,3
117,NielsRogge,0.0030312653636747774,0.0008593213389264567,0.1875,3,20,0.05772030254714784,4
118,fablevi,0.0031877692957752238,0.0,0.1875,3,0,0.057525107718310084,2
119,zhangwei217245,0.0024798561501018987,0.0,0.1875,3,0,0.05724194246004075,2
120,xenova,0.0012717737840929311,0.0013819092672755402,0.1875,3,2,0.05717328229381983,3
121,tarekziade,0.001247681391154547,0.0013333526815513996,0.1875,3,2,0.05714907836092723,3
122,ouroborosscr,0.0022180374752626534,0.0,0.1875,3,0,0.05713721499010506,3
123,Shanay-Mehta,0.002137300347065744,0.0,0.1875,3,0,0.057104920138826294,3
124,hnyls2002,0.002127875652809381,0.0,0.1875,3,0,0.057101150261123744,3
125,luke14free,0.00203433608623019,0.0,0.1875,3,0,0.05706373443449207,3
126,pseudotensor,0.002024002755602324,0.0,0.1875,3,0,0.057059601102240926,2
127,iamsashank09,0.0018480754888235574,0.0,0.1875,3,0,0.056989230195529414,2
128,icode,0.0018458377656053535,0.0,0.1875,3,0,0.056988335106242134,3
129,NilsHellwig,0.001835393413475426,0.0,0.1875,3,0,0.05698415736539016,3
130,adonishong,0.0018240869767739644,0.0,0.1875,3,0,0.05697963479070958,2
131,rupert404,0.0018157373006757057,0.0,0.1875,3,0,0.05697629492027027,2
132,MNIKIEMA,0.0017773908380085952,0.0,0.1875,3,0,0.056960956335203435,2
133,dominiquegarmier,0.0017663901819293664,0.0,0.1875,3,0,0.05695655607277174,2
134,HenryNdubuaku,0.0017465003427328363,0.0,0.1875,3,0,0.05694860013709313,3
135,georgethrax,0.0017336550940592374,0.0,0.1875,3,0,0.05694346203762369,3
136,Parvezkhan0,0.001694774110040312,0.0,0.1875,3,0,0.05692790964401612,2
137,ydshieh,0.001006773516870465,0.0008726232388470545,0.1875,3,14,0.0569144963784023,4
138,pchu2025,0.0016076648286550343,0.0,0.1875,3,0,0.05689306593146201,3
139,wwt17,0.0015919343604375226,0.0,0.1875,3,0,0.056886773744175,2
140,llan-ml,0.0015894699382318336,0.0,0.1875,3,0,0.05688578797529273,3
141,leemengwei,0.0015889136488096097,0.0,0.1875,3,0,0.05688556545952384,2
142,devingulliver,0.0015807722625992523,0.0,0.1875,3,0,0.056882308905039695,2
143,InCogNiTo124,0.0015740360575483144,0.0,0.1875,3,0,0.05687961442301932,3
144,wasertech,0.0015673412437688815,0.0,0.1875,3,0,0.056876936497507545,2
145,freedom-cui,0.0015406945745094142,1.832499499550899e-05,0.1875,3,1,0.05687177532830241,3
146,LawJarp-A,0.0014916789661433378,6.362587094887381e-05,0.1875,3,1,0.05686575934774199,3
147,alessiodevoto,0.0015389163013253178,0.0,0.1875,3,0,0.05686556652053012,3
148,nil0x9,0.0015360082381482886,0.0,0.1875,3,0,0.05686440329525931,3
149,wilswu99,0.001531616879374482,0.0,0.1875,3,0,0.05686264675174979,2
150,helloworld1,0.0015044674481958916,0.0,0.1875,3,0,0.056851786979278354,3
151,ashisjena,0.0014998869834189391,0.0,0.1875,3,0,0.05684995479336757,2
152,fleonce,0.0014975595654058299,0.0,0.1875,3,0,0.056849023826162325,2
153,HuangChiEn,0.001492755285187301,0.0,0.1875,3,0,0.05684710211407491,2
154,ancalita,0.0014796338651507264,0.0,0.1875,3,0,0.056841853546060285,2
155,olccihyeon,0.0014423426770384508,0.0,0.1875,3,0,0.056826937070815375,2
156,monochandan,0.001419918281766026,0.0,0.1875,3,0,0.056817967312706406,2
157,michalrzak,0.0013915618681931297,0.0,0.1875,3,0,0.05680662474727725,2
158,dyecon,0.0013720546592620021,0.0,0.1875,3,0,0.056798821863704795,2
159,prathamesh-chavan-22,0.0013695133526766736,0.0,0.1875,3,0,0.056797805341070665,3
160,WenmuZhou,0.0013649124800024068,0.0,0.1875,3,0,0.05679596499200096,2
161,kndtran,0.0012811735130752986,0.0,0.1875,3,0,0.056762469405230116,2
162,peacefulotter,0.0011862612096934615,0.00010492687489814279,0.1875,3,1,0.056755982546346825,3
163,Crissium,0.0012640990445999868,0.0,0.1875,3,0,0.05675563961783999,2
164,lhallee,0.001259625682341159,0.0,0.1875,3,0,0.05675385027293646,3
165,jyC23333,0.0012545144194126394,0.0,0.1875,3,0,0.05675180576776505,2
166,octavianBordeanu,0.0012543067090926147,0.0,0.1875,3,0,0.05675172268363704,2
167,Shakib-IO,0.001242572156462788,0.0,0.1875,3,0,0.05674702886258511,2
168,IgorKasianenko,0.0012312117989809034,0.0,0.1875,3,0,0.056742484719592354,2
169,ligz08,0.0012261408145853507,0.0,0.1875,3,0,0.05674045632583413,2
170,jue-jue-zi,0.0012218396044797767,0.0,0.1875,3,0,0.056738735841791905,2
171,marcindulak,0.0011982768382939194,0.0,0.1875,3,0,0.05672931073531756,2
172,FightingZhen,0.001137759583949285,7.255581774871576e-05,0.1875,3,2,0.056726870578904326,3
173,xin-w8023,0.0011738373087025618,0.0,0.1875,3,0,0.056719534923481016,2
174,GilgameshD,0.0011733655555182475,0.0,0.1875,3,0,0.05671934622220729,2
175,nurpax,0.001171006218391228,0.0,0.1875,3,0,0.05671840248735648,2
176,i44p,0.0011575569410291514,0.0,0.1875,3,0,0.05671302277641165,2
177,cjkindel,0.0011536842570613523,0.0,0.1875,3,0,0.05671147370282453,2
178,jadermcs,0.0011503990380373837,2.232486699960485e-06,0.1875,3,1,0.056710829361224936,3
179,mattdornfeld,0.001148914084006024,0.0,0.1875,3,0,0.0567095656336024,2
180,jottbecr,0.0011472386227557956,0.0,0.1875,3,0,0.05670889544910231,3
181,wangby,0.0011472320514387727,0.0,0.1875,3,0,0.0567088928205755,2
182,guangy10,0.0011455289930214182,0.0,0.1875,3,0,0.05670821159720856,2
183,unoroberto12,0.0011452911606916543,0.0,0.1875,3,0,0.056708116464276655,2
184,dysby,0.0011449126976006139,0.0,0.1875,3,0,0.05670796507904024,3
185,hysts,0.0011443044754264498,0.0,0.1875,3,0,0.05670772179017058,2
186,pahrendt-semron,0.0011438482570686002,0.0,0.1875,3,0,0.05670753930282743,2
187,guosyjlu,0.0011415892946646882,0.0,0.1875,3,0,0.05670663571786587,2
188,weathon,0.0010269264308457758,0.00014399539214745126,0.1875,3,3,0.056703969189982543,3
189,JoelSeniorLiang,0.0011100026711005852,2.7906083749506062e-05,0.1875,3,1,0.05670237289356508,3
190,PT-10,0.0011290306262219602,0.0,0.1875,3,0,0.05670161225048878,3
191,Tcc0403,0.0011100579868796403,4.46497339992097e-06,0.1875,3,1,0.056695362686771826,4
192,oleksii-tumanov,0.001101096454497947,0.0,0.1875,3,0,0.056690438581799174,3
193,mdavudov,0.0010975396155431956,0.0,0.1875,3,0,0.05668901584621727,3
194,3015pavan,0.0010845348965608493,0.0,0.1875,3,0,0.05668381395862433,3
195,jveitchmichaelis,0.001035788600767342,6.195150592390346e-05,0.1875,3,1,0.0566829008920841,3
196,DogWala,0.0010756789227238074,0.0,0.1875,3,0,0.056680271569089516,2
197,CoderTCY,0.0010658591131898734,4.46497339992097e-06,0.1875,3,1,0.05667768313729592,3
198,efsotr,0.0010668258774123491,0.0,0.1875,3,0,0.05667673035096493,3
199,yselivonchyk,0.0010652743057509783,0.0,0.1875,3,0,0.05667610972230039,3
200,m-christen,0.0010627146550751955,0.0,0.1875,3,0,0.05667508586203007,3
201,ntenenz,0.001057579729837914,0.0,0.1875,3,0,0.05667303189193516,3
202,sywangyi,0.0010494825805260817,0.0,0.1875,3,0,0.056669793032210425,2
203,daniel-dona,0.0010482187558639945,0.0,0.1875,3,0,0.056669287502345594,3
204,psandovalsegura,0.0010432310996410354,0.0,0.1875,3,0,0.05666729243985641,3
205,LautaroEst,0.0010404222061538159,0.0,0.1875,3,0,0.05666616888246152,2
206,geoffrey-young,0.0010282571030272214,0.0,0.1875,3,0,0.05666130284121088,2
207,baonudesifeizhai,0.0010269264308457758,1.6743650249703637e-06,0.1875,3,1,0.056661272881845796,3
208,fancyerii,0.0010266065285590936,0.0,0.1875,3,0,0.05666064261142363,3
209,yashpandya-msr,0.001025878665230646,0.0,0.1875,3,0,0.05666035146609225,2
210,MarkusSpanring,0.001020420120166699,0.0,0.1875,3,0,0.05665816804806668,2
211,NiccoloCavagnero,0.0009898222786541575,0.0,0.1875,3,0,0.056645928911461654,3
212,vador31,0.0009877432005629167,0.0,0.1875,3,0,0.05664509728022516,3
213,akhila1729,0.0009847974414226065,0.0,0.1875,3,0,0.056643918976569035,2
214,ArjunPimpale,0.0009348738291112518,6.474211429885406e-05,0.1875,3,2,0.05664337216593415,4
215,ZX-ModelCloud,0.000983044081571301,0.0,0.1875,3,0,0.056643217632628515,3
216,dacorvo,0.0009828458868755868,0.0,0.1875,3,0,0.05664313835475023,3
217,davidmezzetti,0.000982677646829523,0.0,0.1875,3,0,0.0566430710587318,3
218,harish6696,0.0009813672325869852,0.0,0.1875,3,0,0.05664254689303479,3
219,zzc0430,0.000971042868250261,0.0,0.1875,3,0,0.0566384171473001,2
220,fr1ll,0.0009298785190425315,5.357968079905164e-05,0.1875,3,1,0.05663802531185672,3
221,Xqle,0.0009636474642463575,0.0,0.1875,3,0,0.056635458985698536,3
222,yuyijiong,0.0009619326542328033,0.0,0.1875,3,0,0.056634773061693115,3
223,radulescupetru,0.0009576233164901045,0.0,0.1875,3,0,0.05663304932659604,3
224,TriLoo,0.0009506384418036473,0.0,0.1875,3,0,0.05663025537672145,2
225,Anjum48,0.0009064230321537496,5.8230694757302656e-05,0.1875,3,1,0.056630038421288685,3
226,fushh,0.0009451978049352624,0.0,0.1875,3,0,0.0566280791219741,3
227,xmfan,0.0009437560286466347,0.0,0.1875,3,0,0.05662750241145865,3
228,KeshavSingh29,0.0008929611690798871,5.916089754895285e-05,0.1875,3,1,0.05662493273689664,3
229,vydpnguyen,0.0009359204594067306,0.0,0.1875,3,0,0.05662436818376269,3
230,slZheng077,0.0009329850845092107,0.0,0.1875,3,0,0.05662319403380368,3
231,Metric-Void,0.0009245351517746654,0.0,0.1875,3,0,0.05661981406070986,3
232,karol-szustakowski,0.0009194392971186779,0.0,0.1875,3,0,0.05661777571884746,3
233,hvaara,0.0009172198346295876,0.0,0.1875,3,0,0.05661688793385183,3
234,xschen-beb,0.0009169241971796109,0.0,0.1875,3,0,0.05661676967887184,2
235,IKACE,0.0009090160000533798,0.0,0.1875,3,0,0.056613606400021346,3
236,StrongerXi,0.0008663033628180911,5.692841084899237e-05,0.1875,3,1,0.05661359986838193,3
237,yukiarimo,0.0009055964237375617,0.0,0.1875,3,0,0.056612238569495016,3
238,yonikremer,0.0009047489694155362,0.0,0.1875,3,0,0.05661189958776621,3
239,zzigak,0.0009042131946884898,0.0,0.1875,3,0,0.05661168527787539,3
240,andylizf,0.0009024263041491947,0.0,0.1875,3,0,0.05661097052165967,3
241,plienhar,0.0009003311340769345,0.0,0.1875,3,0,0.056610132453630765,3
242,FloSophorae,0.0008984205456427916,0.0,0.1875,3,0,0.056609368218257114,3
243,nshepperd,0.0008914646335665897,0.0,0.1875,3,0,0.05660658585342663,3
244,Alan-Jowett,0.0008901088783944398,0.0,0.1875,3,0,0.056606043551357774,3
245,Asunatan,0.0008895002073839592,0.0,0.1875,3,0,0.05660580008295358,3
246,HERIUN,0.000889466477839013,0.0,0.1875,3,0,0.0566057865911356,3
247,tangefly,0.0008881236200179508,0.0,0.1875,3,0,0.056605249448007176,3
248,nhatkhtn,0.0008860277170076902,0.0,0.1875,3,0,0.05660441108680307,3
249,czkkkkkk,0.000875555466231223,0.0,0.1875,3,0,0.05660022218649249,3
250,ba144220,0.0008688986438851998,0.0,0.1875,3,0,0.05659755945755408,3
251,l-k-11235,0.0008674407226437292,0.0,0.1875,3,0,0.056596976289057487,3
252,foldl,0.0008626135888393653,0.0,0.1875,3,0,0.05659504543553574,3
253,JiangJiaWei1103,0.0008624363894872396,0.0,0.1875,3,0,0.05659497455579489,3
254,ghost,0.0008214893951745421,5.357968079905164e-05,0.1875,3,1,0.05659466966230953,3
255,maxjeblick,0.000858391198407162,1.6743650249703637e-06,0.1875,3,1,0.05659385878887035,3
256,flishwang,0.0008591194440675772,0.0,0.1875,3,0,0.05659364777762702,3
257,ira-b-27,0.0008579542931847448,0.0,0.1875,3,0,0.05659318171727389,3
258,meetdoshi-iitb,0.000857264161216591,0.0,0.1875,3,0,0.05659290566448663,3
259,nv-yna,0.0008517097978821898,0.0,0.1875,3,0,0.05659068391915287,3
260,HYLcool,0.000849883665371545,0.0,0.1875,3,0,0.05658995346614861,3
261,chenjiaoAngel,0.0008445577426418855,0.0,0.1875,3,0,0.05658782309705675,3
262,jlu-figma,0.0008438622932120763,0.0,0.1875,3,0,0.05658754491728483,3
263,yhyang201,0.0008434326377501472,0.0,0.1875,3,0,0.05658737305510005,3
264,tyarkoni,0.0008432474420070285,0.0,0.1875,3,0,0.056587298976802806,3
265,norpadon,0.0008349517655155735,0.0,0.1875,3,0,0.056583980706206224,3
266,Infernaught,0.0008332770380942331,0.0,0.1875,3,0,0.05658331081523769,3
267,gboeer,0.0008326235909784742,0.0,0.1875,3,0,0.056583049436391385,3
268,fxmarty-amd,0.0008297320646569952,1.3394920199762908e-06,0.1875,3,1,0.056582294673468786,4
269,elfprince13,0.0008277327788671385,0.0,0.1875,3,0,0.05658109311154685,3
270,ChengLyu,0.0008256926953594817,0.0,0.1875,3,0,0.05658027707814379,3
271,hamzaakyildiz,0.0008230816140748826,0.0,0.1875,3,0,0.056579232645629945,3
272,dvdimitrov13,0.0008203653217031627,0.0,0.1875,3,0,0.05657814612868126,3
273,jklj077,0.0008202461284356156,0.0,0.1875,3,0,0.056578098451374244,3
274,nighty8,0.0008168576491349061,0.0,0.1875,3,0,0.056576743059653954,3
275,LoserCheems,0.0008145686910079241,0.0,0.1875,3,0,0.05657582747640316,3
276,tyler-romero,0.0008125712753229072,0.0,0.1875,3,0,0.05657502851012916,3
277,pbelevich,0.0008103104428141555,0.0,0.1875,3,0,0.05657412417712566,3
278,SimJeg,0.0008091874809527346,0.0,0.1875,3,0,0.05657367499238109,3
279,daulettoibazar,0.0008091874809527346,0.0,0.1875,3,0,0.05657367499238109,3
280,jonbakerfish,0.0008062599049404117,0.0,0.1875,3,0,0.05657250396197616,3
281,samuelazran,0.0008051907794778612,0.0,0.1875,3,0,0.05657207631179114,3
282,tanuj-rai,0.0008691688695420093,0.0021747211065990075,0.125,2,11,0.038500083879796504,4
283,edbeeching,0.0012092412778809923,0.0014111176349333567,0.125,2,1,0.0384070318016324,2
284,audricschiltknecht,0.002151954350194738,0.0,0.125,2,0,0.03836078174007789,2
285,alew3,0.0021472385870286866,0.0,0.125,2,0,0.038358895434811476,2
286,ojh31,0.0021424840187143994,0.0,0.125,2,0,0.038356993607485755,2
287,naturesh,0.0021079233463535043,0.0,0.125,2,0,0.0383431693385414,2
288,rishavranaut,0.0020661305249348146,0.0,0.125,2,0,0.038326452209973924,2
289,yonigozlan,0.0009821360970597155,0.0012900982517396653,0.125,2,30,0.03827988391434579,4
290,hswei88,0.0019323831115727766,0.0,0.125,2,0,0.03827295324462911,2
291,Glademist,0.0018134444986532723,0.0,0.125,2,0,0.03822537779946131,2
292,mukhayy,0.0017960090611102053,0.0,0.125,2,0,0.03821840362444408,2
293,anderlem,0.0017829262185813585,0.0,0.125,2,0,0.03821317048743254,2
294,savitha-suresh,0.001761626107707726,0.0,0.125,2,0,0.03820465044308309,2
295,patrickvonplaten,0.0016444930853552107,0.0,0.125,2,0,0.03815779723414208,2
296,ryan-minato,0.001632596278201463,0.0,0.125,2,0,0.03815303851128058,2
297,ymcki,0.001619966606468864,0.0,0.125,2,0,0.03814798664258755,2
298,arvinder004,0.0016116195498841173,0.0,0.125,2,0,0.03814464781995364,2
299,baeseongsu,0.0015880860174494421,0.0,0.125,2,0,0.03813523440697977,2
300,JdRion,0.0015783239356875669,0.0,0.125,2,0,0.03813132957427502,2
301,xvdp,0.0015740359667808328,0.0,0.125,2,0,0.038129614386712335,2
302,afonp,0.0015182595622702582,0.0,0.125,2,0,0.0381073038249081,2
303,atabari-bci,0.0015162184059621508,0.0,0.125,2,0,0.03810648736238486,2
304,0O0OwO0O0,0.0015133767341255777,0.0,0.125,2,0,0.03810535069365023,2
305,richard-vogl,0.0015055517599636098,0.0,0.125,2,0,0.038102220703985445,2
306,shivak,0.0015044648728453885,0.0,0.125,2,0,0.038101785949138156,2
307,KarlisJ,0.0014923307178973642,0.0,0.125,2,0,0.03809693228715894,2
308,kasaer,0.0014891522224526317,0.0,0.125,2,0,0.03809566088898105,2
309,YanxingLiu,0.0014863305608687413,0.0,0.125,2,0,0.03809453222434749,2
310,bschnurr,0.0014861085118787424,0.0,0.125,2,0,0.038094443404751495,2
311,WeichenXu123,0.001485312205664293,0.0,0.125,2,0,0.03809412488226572,2
312,skadiUnderTides,0.0014810426849413184,0.0,0.125,2,0,0.03809241707397652,2
313,lishuai-97,0.0014807811382224233,0.0,0.125,2,0,0.03809231245528897,2
314,2ayush2,0.001479445781110441,0.0,0.125,2,0,0.038091778312444174,2
315,saattrupdan,0.0014776432437647112,0.0,0.125,2,0,0.038091057297505886,2
316,wizeng23,0.0014770064857375488,0.0,0.125,2,0,0.038090802594295016,2
317,Vegetabledog-BUAA,0.0014762500707805539,0.0,0.125,2,0,0.03809050002831222,1
318,Hzzone,0.0014722533693056804,0.0,0.125,2,0,0.03808890134772227,1
319,mario-aws,0.0014722533693056804,0.0,0.125,2,0,0.03808890134772227,1
320,WangYuHang-cmd,0.0014620335247061197,0.0,0.125,2,0,0.03808481340988245,2
