rank,user,pagerank,betweenness,norm_indegree,in_degree,out_degree,composite,core_number,mean_sentiment,n_posts
236,Vaish-newspace,0.0012662697983484956,0.0,0.08695652173913043,2,0,0.02659346444107853,2,0.13385,6
237,d-gangz,0.0012618350340829452,0.0,0.08695652173913043,2,0,0.026591690535372307,2,-0.32155,4
238,jacopo-chevallard,0.001253704807029001,0.0,0.08695652173913043,2,0,0.02658843844455073,2,0.34614,5
246,multib0t,0.0012349588733248302,0.0,0.08695652173913043,2,0,0.02658094007106906,2,0.450925,4
251,dylanbouchard,0.0012257321157281519,0.0,0.08695652173913043,2,0,0.026577249368030388,2,0.1991333333333333,3
255,MichaelSkralivetsky,0.0012176245792040832,0.0,0.08695652173913043,2,0,0.026574006353420762,2,0.0639,3
256,XiaomoWu,0.0012176245792040832,0.0,0.08695652173913043,2,0,0.026574006353420762,2,0.058349999999999985,4
258,FoundryNet,0.0012176245792040832,0.0,0.08695652173913043,2,0,0.026574006353420762,2,0.8751666666666666,18
259,markemus,0.0012176245792040832,0.0,0.08695652173913043,2,0,0.026574006353420762,2,-0.12079999999999998,3
260,fzozyurt,0.0012148651226296867,0.0,0.08695652173913043,2,0,0.026572902570791004,2,0.12313999999999999,5
261,Jeferson100,0.0012095170426800143,0.0,0.08695652173913043,2,0,0.026570763338811136,2,-0.10051999999999998,5
268,rsys-rkathpal,0.0011734478672043092,0.0,0.08695652173913043,2,0,0.026556335668620853,1,-0.3201,3
269,fgiuba,0.0011734478672043092,0.0,0.08695652173913043,2,0,0.026556335668620853,2,-0.04763333333333333,3
275,fathurwithyou,0.0011494017502205057,0.0,0.08695652173913043,2,0,0.02654671722182733,2,-0.35696666666666665,3
279,Spikhalskiy,0.0011260638340687365,0.0,0.08695652173913043,2,0,0.026537382055366623,2,-0.17976666666666666,3
282,jdcfd,0.0011125589086250047,0.0,0.08695652173913043,2,0,0.02653198008518913,2,0.20153333333333334,3
285,NotoriousH2,0.001105501530809135,0.0,0.08695652173913043,2,0,0.026529157134062783,2,0.677325,4
