rank,user,pagerank,betweenness,norm_indegree,in_degree,out_degree,composite,core_number
172,mgomes0,0.0010659952808114166,0.002136625725195896,0.058823529411764705,3,1,0.018714444653412748,4
173,eschmitt88,0.0025670345971552256,0.0,0.058823529411764705,3,0,0.0186738726623915,3
174,NebulaNerdo,0.002177485335976601,0.0,0.058823529411764705,3,0,0.018518052957920052,2
175,torzdf,0.002098360756443013,0.0,0.058823529411764705,3,0,0.018486403126106617,3
176,El3ssar,0.0010471441216228787,0.0012957227185278598,0.058823529411764705,3,1,0.018454633287736923,4
177,jonbry,0.0019169399567966622,0.0,0.058823529411764705,3,0,0.018413834806248076,3
178,linomi,0.00187837697089639,0.0,0.058823529411764705,3,0,0.01839840961188797,3
179,szleb,0.0018738443847103531,0.0,0.058823529411764705,3,0,0.018396596577413552,3
180,seanmor5,0.0018566206002985663,0.0,0.058823529411764705,3,0,0.018389707063648838,3
181,asingh9530,0.0018455621604707123,0.0,0.058823529411764705,3,1,0.018385283687717698,3
182,georyetti,0.0018316336423422727,0.0,0.058823529411764705,3,0,0.01837971228046632,3
183,dax44,0.001590497254735594,0.0,0.058823529411764705,3,0,0.01828325772542365,2
184,kapoorlab,0.0015867440664241441,0.0,0.058823529411764705,3,0,0.01828175645009907,3
185,mazeltovlee,0.0015383070933986177,0.0,0.058823529411764705,3,0,0.01826238166088886,2
186,carrycooldude,0.0014794340638858328,0.0,0.058823529411764705,3,0,0.018238832449083746,2
187,alenowak,0.0014609336508871328,0.0,0.058823529411764705,3,0,0.018231432283884266,2
188,hansschaa,0.0014282984068335785,0.0,0.058823529411764705,3,0,0.018218378186262842,3
189,nkinnaird,0.001418354596294521,0.0,0.058823529411764705,3,0,0.01821440066204722,3
190,Jonii,0.0014018671026165264,0.0,0.058823529411764705,3,0,0.018207805664576023,3
191,MeowTheCat,0.001385023488726556,0.0,0.058823529411764705,3,0,0.018201068219020036,3
192,wenscarl,0.0013774919105099604,0.0,0.058823529411764705,3,0,0.018198055587733394,2
193,ErfanMowlaei,0.0013772099430300556,0.0,0.058823529411764705,3,0,0.018197942800741433,3
194,Devashish13,0.0013729720368830809,0.0,0.058823529411764705,3,0,0.018196247638282644,3
195,brs-pt,0.0013711345980654819,0.0,0.058823529411764705,3,0,0.018195512662755604,2
196,sfenu-3,0.0013668921947785678,0.0,0.058823529411764705,3,0,0.018193815701440838,3
197,Omitg24,0.001364058020001408,0.0,0.058823529411764705,3,0,0.018192682031529975,3
198,Pagey,0.0013457673657367567,5.242079218301147e-06,0.058823529411764705,3,1,0.018186938393589605,3
199,keshusharmamrt,0.0013495351754678944,0.0,0.058823529411764705,3,0,0.01818687289371657,3
200,hgaur0007,0.0013493416256796051,0.0,0.058823529411764705,3,0,0.018186795473801254,3
201,ghup1,0.0013322522681249926,0.0,0.058823529411764705,3,0,0.018179959730779408,3
202,ralphrmartin,0.0012879212142964775,0.0,0.058823529411764705,3,0,0.018162227309248002,3
203,cliu-nuro,0.0012877261510997643,0.0,0.058823529411764705,3,0,0.018162149283969316,3
204,atiaisaac,0.001269059793671408,0.0,0.058823529411764705,3,0,0.018154682740997973,3
205,markodjordjic,0.0010932032280723647,0.00023254445865630364,0.058823529411764705,3,2,0.01815410345235525,3
206,Jon573,0.001252524471808898,0.0,0.058823529411764705,3,0,0.01814806861225297,3
207,chaudharyachint08,0.0012341115283304941,3.4947194788674315e-06,0.058823529411764705,3,1,0.018141751850705268,3
208,gustavoeb,0.0012250275305992781,0.0,0.058823529411764705,3,0,0.018137069835769123,3
209,pultar,0.0012132782708320134,0.0,0.058823529411764705,3,0,0.018132370131862217,3
210,lugalUrim,0.00120991835525211,0.0,0.058823529411764705,3,0,0.018131026165630254,2
211,isaacgerg,0.0011985876451879615,0.0,0.058823529411764705,3,0,0.018126493881604595,3
212,cevheck,0.0011896711161606252,0.0,0.058823529411764705,3,0,0.018122927269993663,2
213,telecomadm1145,0.0011841303937711895,0.0,0.058823529411764705,3,0,0.018120710981037888,3
214,ThorvaldAagaard,0.0011801817412371092,0.0,0.058823529411764705,3,0,0.018119131520024256,3
215,lcs-crr,0.0011610397258030797,0.0,0.058823529411764705,3,0,0.018111474713850644,3
216,enricoschroeder,0.0011542122509864278,0.0,0.058823529411764705,3,0,0.018108743723923983,3
217,briango28,0.0011387865524552301,2.6210396091505736e-06,0.058823529411764705,3,1,0.01810335975639425,4
218,HGS-mbayer,0.0011325040156597863,0.0,0.058823529411764705,3,0,0.018100060429793327,3
219,haohuanw,0.0009643609047968646,0.00021641050372886566,0.058823529411764705,3,6,0.018097726336566818,6
220,Ending2015a,0.0011128084833277937,0.0,0.058823529411764705,3,0,0.018092182216860528,3
221,smartArancina,0.001111880443203457,0.0,0.058823529411764705,3,0,0.018091811000810795,3
222,albertaillet,0.0011118728197480681,0.0,0.058823529411764705,3,0,0.01809180795142864,3
223,LilyDong0127,0.001111376253112587,0.0,0.058823529411764705,3,0,0.018091609324774445,3
224,ashep29,0.0011052257356477721,0.0,0.058823529411764705,3,0,0.01808914911778852,3
225,SeKim12,0.0010966427393987424,0.0,0.058823529411764705,3,0,0.018085715919288908,3
226,ianzur,0.0010935718244383054,0.0,0.058823529411764705,3,0,0.018084487553304735,3
227,jobs-git,0.0010849826927507246,0.0,0.058823529411764705,3,0,0.0180810519006297,3
228,jeisinge,0.0010765295665097763,0.0,0.058823529411764705,3,0,0.018077670650133323,3
229,asottile,0.0010728639789829633,0.0,0.058823529411764705,3,0,0.018076204415122598,3
230,oeddyo,0.0010691013065190268,0.0,0.058823529411764705,3,0,0.01807469934613702,3
231,tristan-deep,0.001067914459207856,0.0,0.058823529411764705,3,0,0.018074224607212554,2
232,beneyal,0.0010677534150097608,0.0,0.058823529411764705,3,0,0.018074160189533315,3
233,Cerno-b,0.0010624514667920428,0.0,0.058823529411764705,3,0,0.018072039410246227,3
234,Ybisalt,0.001057849393767324,0.0,0.058823529411764705,3,0,0.01807019858103634,3
235,henrysky,0.00105605685572012,0.0,0.058823529411764705,3,0,0.01806948156581746,3
236,Mrutyunjay01,0.0010546686933772486,0.0,0.058823529411764705,3,0,0.01806892630088031,3
237,piEsposito,0.0010506205151677545,0.0,0.058823529411764705,3,0,0.018067307029596514,3
238,rluethy,0.0010479194962926819,0.0,0.058823529411764705,3,0,0.018066226622046485,3
239,cjohn001,0.001046411271097395,0.0,0.058823529411764705,3,0,0.01806562333196837,3
240,neo-alex,0.0010453353061114063,0.0,0.058823529411764705,3,0,0.018065192945973974,3
241,Ark-kun,0.0010373564393275578,0.0,0.058823529411764705,3,0,0.018062001399260435,3
242,eli-osherovich,0.0010371325319420662,0.0,0.058823529411764705,3,0,0.01806191183630624,3
243,Akorex,0.001033374628369259,0.0,0.058823529411764705,3,0,0.018060408674877116,3
244,tringholm,0.0010307252996687348,0.0,0.058823529411764705,3,0,0.018059348943396905,3
245,CaptainDario,0.001029980198996149,0.0,0.058823529411764705,3,0,0.01805905090312787,3
246,jonwittmer,0.001028403268826255,0.0,0.058823529411764705,3,0,0.018058420131059915,3
247,mzhukova,0.0010283563852650354,0.0,0.058823529411764705,3,0,0.018058401377635425,3
248,LucaSCostanzo,0.0010266689930212918,0.0,0.058823529411764705,3,0,0.018057726420737927,3
249,lufeirider,0.0010266680340866466,0.0,0.058823529411764705,3,0,0.01805772603716407,3
250,mattiasu96,0.0010238502988159422,0.0,0.058823529411764705,3,0,0.01805659894305579,3
251,elbeetheone,0.0010236011461859102,0.0,0.058823529411764705,3,0,0.018056499282003775,3
252,h3dema,0.0010218084445658593,0.0,0.058823529411764705,3,0,0.018055782201355754,3
253,AtticusBeachy,0.0010216088059126834,0.0,0.058823529411764705,3,0,0.018055702345894487,3
254,ksachdeva,0.0010215130793533463,0.0,0.058823529411764705,3,0,0.01805566405527075,3
255,lilianabrandao,0.0010211354379286882,0.0,0.058823529411764705,3,0,0.018055512998700885,3
256,doiko,0.001020045316672089,0.0,0.058823529411764705,3,1,0.018055076950198246,4
257,lpizzinidev,0.0010190943982342478,0.0,0.058823529411764705,3,0,0.01805469658282311,3
258,RohanKumar101,0.0010180553384710647,0.0,0.058823529411764705,3,0,0.018054280958917836,3
259,elad-c,0.0010177862956764598,0.0,0.058823529411764705,3,0,0.018054173341799994,3
260,kbelenky,0.0010147074510536876,0.0,0.058823529411764705,3,0,0.018052941803950888,3
261,Pandaaaa906,0.0010129782319402416,0.0,0.058823529411764705,3,0,0.01805225011630551,3
262,sibyjackgrove,0.0010072135818686525,2.6210396091505736e-06,0.058823529411764705,3,2,0.018050730568159618,4
263,apage224,0.001008654923006226,0.0,0.058823529411764705,3,0,0.0180505207927319,3
264,cocotdf,0.001008339461920134,0.0,0.058823529411764705,3,0,0.018050394608297465,3
265,ErrolDaRocha,0.0010077502614006116,0.0,0.058823529411764705,3,0,0.018050158928089657,3
266,MegaCreater,0.001007597912215635,0.0,0.058823529411764705,3,0,0.018050097988415666,3
267,ARforyou,0.0010050488379252857,0.0,0.058823529411764705,3,0,0.018049078358699525,3
268,Alex-EEE,0.0010044573964519397,0.0,0.058823529411764705,3,0,0.01804884178211019,3
269,savindi-wijenayaka,0.001004341000778717,0.0,0.058823529411764705,3,0,0.018048795223840897,3
270,GaetanLepage,0.0010021910248481053,0.0,0.058823529411764705,3,0,0.018047935233468655,3
271,apiszcz,0.0010021376166081913,0.0,0.058823529411764705,3,0,0.01804791387017269,3
272,KhawajaAbaid,0.0010014178168847097,0.0,0.058823529411764705,3,0,0.018047625950283294,3
273,chriscarollo,0.0009996690488937887,0.0,0.058823529411764705,3,0,0.018046926443086926,3
274,refraction-ray,0.0009994254766114827,0.0,0.058823529411764705,3,0,0.018046829014174006,3
275,mattpotma,0.0009991848703334724,0.0,0.058823529411764705,3,0,0.0180467327716628,3
276,mhorlacher,0.0009985715037388815,0.0,0.058823529411764705,3,0,0.018046487425024963,3
277,mogeid,0.0009942410065949983,0.0,0.058823529411764705,3,0,0.01804475522616741,3
278,mmtrebuchet,0.0009922970612003086,0.0,0.058823529411764705,3,0,0.018043977648009534,3
279,yhpeng6,0.0009909957486140548,0.0,0.058823529411764705,3,0,0.018043457122975032,3
280,Headshake,0.0009906940773371168,0.0,0.058823529411764705,3,0,0.018043336454464258,3
281,mortezamg63,0.0009886110141442642,0.0,0.058823529411764705,3,0,0.01804250322918712,3
282,alxhoff,0.0009884388706275526,0.0,0.058823529411764705,3,0,0.018042434371780432,3
283,AlexanderLutsenko,0.000987680439463619,0.0,0.058823529411764705,3,0,0.01804213099931486,3
284,chenkimheng,0.0009860090847318367,0.0,0.058823529411764705,3,0,0.018041462457422146,3
285,Vishu26,0.000984895605628153,0.0,0.058823529411764705,3,0,0.018041017065780672,3
286,Sticcolet,0.0009834332636043585,0.0,0.058823529411764705,3,0,0.018040432128971155,3
287,goodcheer,0.0009811102187062615,0.0,0.058823529411764705,3,0,0.018039502911011918,3
288,ansariyusuf,0.0009794981545837537,0.0,0.058823529411764705,3,0,0.018038858085362913,3
289,joetoth,0.0009790204912887269,0.0,0.058823529411764705,3,0,0.0180386670200449,3
290,d-01,0.0009769293651587952,0.0,0.058823529411764705,3,0,0.01803783056959293,3
