Topic,Count,Name,Representation,Representative_Docs
-1,1820,-1_version_info_installed_installed version,"['version', 'info', 'installed', 'installed version', 'info available', 'version info', 'available', 'langchain', 'available langchain', 'code']","[""receive badrequest 400 when invoking gpt-oss-20b checked other resources - x this is a bug, not a usage question. - x i added a clear and descriptive title that summarizes this issue. - x i used the github search to find a similar question and didn't find it. - x i am sure that this is a bug in langchain rather than my code. - x the bug is not resolved by updating to the latest stable version of langchain (or the specific integration package). - x this is not related to the langchain-community package. - x i read what a minimal reproducible example is ( - x i posted a self-contained, minimal, reproducible example. a maintainer can copy it and run it as is. example code we have a local gpt-oss-20b model run on vllm. we first load it in chatopenai model. note: we are able to invoke this llm with simple humanmessage. we then define a very simple tool as following. we are able to obtain a toolcall response with where message looks like this: by executing the tool, we obtain the toolmessage if we append the aimessage and toolmessage with the original messages and invoke another time the llmwithtools. unfortunately, we received the following exception. error message and stack trace (if applicable) description i would like to use local gpt-oss-20b model as my llm for toolcalling. it does not generate correct aimessage with toolcalls, if i do not specify . however, if i provide this argument then i will encounter the above exception. we try to discuss this in however, i use another approach and i believe this is not related to langgraph as i do not use any createreactagent function here. system info system information ------------------ os: linux os version: 1 smp preemptdynamic wed may 1 15:46:25 edt 2024 python version: 3.10.12 (main, may 27 2025, 17:12:29) gcc 11.4.0 package information ------------------- langchaincore: 0.3.76 langchain: 0.3.27 langchaincommunity: 0.3.25 langsmith: 0.3.45 langchainchroma: 0.2.4 langchaingooglegenai: 2.1.6 langchainopenai: 0.3.33 langchaintextsplitters: 0.3.11 langgraph_sdk: 0.1.74 optional packages not installed ------------------------------- langserve other dependencies ------------------ aiohttp 3.8.3: installed. no version info available. async-timeout 4.0.0;: installed. no version info available. chromadb 1.0.9: installed. no version info available. dataclasses-json 0.5.7: installed. no version info available. filetype: 1.2.0 google-ai-generativelanguage: 0.6.18 httpx: 0.28.1 httpx-sse 0.4.0: installed. no version info available. httpx 0.25.2: installed. no version info available. jsonpatch 1.33: installed. no version info available. langchain-anthropic;: installed. no version info available. langchain-aws;: installed. no version info available. langchain-azure-ai;: installed. no version info available. langchain-cohere;: installed. no version info available. langchain-community;: installed. no version info available. langchain-core 0.3.65: installed. no version info available. langchain-core 0.3.72: installed. no version info available. langchain-core 0.3.76: installed. no version info available. langchain-core 0.3.75: installed. no version info available. langchain-core 0.3.60: installed. no version info available. langchain-deepseek;: installed. no version info available. langchain-fireworks;: installed. no version info available. langchain-google-genai;: installed. no version info available. langchain-google-vertexai;: installed. no version info available. langchain-groq;: installed. no version info available. langchain-huggingface;: installed. no version info available. langchain-mistralai;: installed. no version info available. langchain-ollama;: installed. no version info available. langchain-openai;: installed. no version info available. langchain-perplexity;: installed. no version info available. langchain-text-splitters 0.3.9: installed. no version info available. langchain-together;: installed. no version info available. langchain-xai;: installed. no version info available. langchain 0.3.25: installed. no version info available. langsmith-pyo3: installed. no version info available. langsmith 0.1.125: installed. no version info available. langsmith 0.1.17: installed. no version info available. langsmith 0.3.45: installed. no version info available. numpy 1.26.0;: installed. no version info available. numpy 1.26.2;: installed. no version info available. numpy 2.1.0;: installed. no version info available. openai-agents: installed. no version info available. openai 1.104.2: installed. no version info available. opentelemetry-api: 1.37.0 opentelemetry-exporter-otlp-proto-http: installed. no version info available. opentelemetry-sdk: 1.37.0 orjson: 3.10.18 orjson 3.10.1: installed. no version info available. packaging: 25.0 packaging 23.2: installed. no version info available. pydantic: 2.11.9 pydantic-settings 2.4.0: installed. no version info available. pydantic 2.7.4: installed. no version info available. pydantic 2.7.4: installed. no version info available. pytest: installed. no version info available. pyyaml 5.3: installed. no version info available. requests: 2.31.0 requests-toolbelt: 1.0.0 requests 2: installed. no version info available. rich: 14.1.0 sqlalchemy 1.4: installed. no version info available. tenacity! 8.4.0, 8.1.0: installed. no version info available. tenacity! 8.4.0, 8.1.0: installed. no version info available. tiktoken 0.7: installed. no version info available. typing-extensions 4.7: installed. no version info available. zstandard: 0.23.0"", ""langchain-openai websearch and filesearch tools causes attributeerror: 'dict' object has no attribute 'modeldump' checked other resources - x i added a very descriptive title to this issue. - x i used the github search to find a similar question and didn't find it. - x i am sure that this is a bug in langchain rather than my code. - x the bug is not resolved by updating to the latest stable version of langchain (or the specific integration package). - x i posted a self-contained, minimal, reproducible example. a maintainer can copy it and run it as is. example code the following code causes an error to be returned. error message and stack trace (if applicable) stack trace description hi, when i was using the built-in tools or , i faced an issue caused by the function in system info system information ------------------ os: windows os version: 10.0.26100 python version: 3.12.0 packaged by anaconda, inc. (main, oct 2 2023, 17:20:38) msc v.1916 64 bit (amd64) package information ------------------- langchaincore: 0.3.62 langchain: 0.3.25 langchaincommunity: 0.3.24 langsmith: 0.3.42 langchainopenai: 0.3.18 langchaintextsplitters: 0.3.8 langgraphapi: 0.0.48 langgraphcli: 0.1.89 langgraphlicense: installed. no version info available. langgraphsdk: 0.1.70 langgraph_storage: installed. no version info available. optional packages not installed ------------------------------- langserve other dependencies ------------------ aiohttp 3.8.3: installed. no version info available. async-timeout 4.0.0;: installed. no version info available. blockbuster: 1.5.24 click: 8.2.1 cloudpickle: 3.1.1 cryptography: 44.0.3 dataclasses-json 0.5.7: installed. no version info available. httpx: 0.28.1 httpx-sse 0.4.0: installed. no version info available. httpx 0.25.2: installed. no version info available. jsonpatch 1.33: installed. no version info available. jsonschema-rs: 0.29.1 langchain-anthropic;: installed. no version info available. langchain-aws;: installed. no version info available. langchain-azure-ai;: installed. no version info available. langchain-cohere;: installed. no version info available. langchain-community;: installed. no version info available. langchain-core 0.3.51: installed. no version info available. langchain-core 0.3.58: installed. no version info available. langchain-core 0.3.59: installed. no version info available. langchain-core 0.3.61: installed. no version info available. langchain-deepseek;: installed. no version info available. langchain-fireworks;: installed. no version info available. langchain-google-genai;: installed. no version info available. langchain-google-vertexai;: installed. no version info available. langchain-groq;: installed. no version info available. langchain-huggingface;: installed. no version info available. langchain-mistralai;: installed. no version info available. langchain-ollama;: installed. no version info available. langchain-openai;: installed. no version info available. langchain-perplexity;: installed. no version info available. langchain-text-splitters 0.3.8: installed. no version info available. langchain-together;: installed. no version info available. langchain-xai;: installed. no version info available. langchain 0.3.25: installed. no version info available. langgraph: 0.3.34 langgraph-checkpoint: 2.0.26 langsmith-pyo3: installed. no version info available. langsmith 0.1.125: installed. no version info available. langsmith 0.1.126: installed. no version info available. langsmith 0.1.17: installed. no version info available. numpy 1.26.2;: installed. no version info available. numpy 2.1.0;: installed. no version info available. openai-agents: installed. no version info available. openai 1.68.2: installed. no version info available. opentelemetry-api: installed. no version info available. opentelemetry-exporter-otlp-proto-http: installed. no version info available. opentelemetry-sdk: installed. no version info available. orjson: 3.10.18 orjson 3.10.1: installed. no version info available. packaging: 24.2 packaging 23.2: installed. no version info available. pydantic: 2.11.5 pydantic-settings 2.4.0: installed. no version info available. pydantic 2.7.4: installed. no version info available. pydantic 2.7.4: installed. no version info available. pyjwt: 2.10.1 pytest: 8.3.5 python-dotenv: 1.1.0 pyyaml 5.3: installed. no version info available. requests: 2.32.3 requests-toolbelt: 1.0.0 requests 2: installed. no version info available. rich: installed. no version info available. sqlalchemy 1.4: installed. no version info available. sse-starlette: 2.1.3 starlette: 0.46.2 structlog: 25.3.0 tenacity: 8.5.0 tenacity! 8.4.0, 8.1.0: installed. no version info available. tenacity! 8.4.0, 8.1.0: installed. no version info available. tiktoken 0.7: installed. no version info available. typing-extensions 4.7: installed. no version info available. uvicorn: 0.34.2 watchfiles: 1.0.5 zstandard: 0.23.0"", ""reasoning is not working for the gemini model when using langchaingooglevertexai.chatvertexai checked other resources - x this is a bug, not a usage question. - x i added a clear and descriptive title that summarizes this issue. - x i used the github search to find a similar question and didn't find it. - x i am sure that this is a bug in langchain rather than my code. - x the bug is not resolved by updating to the latest stable version of langchain (or the specific integration package). - x this is not related to the langchain-community package. - x i posted a self-contained, minimal, reproducible example. a maintainer can copy it and run it as is. package (required) - x langchain - langchain-openai - langchain-anthropic - langchain-classic - x langchain-core - langchain-cli - langchain-model-profiles - langchain-tests - langchain-text-splitters - langchain-chroma - langchain-deepseek - langchain-exa - langchain-fireworks - langchain-groq - langchain-huggingface - langchain-mistralai - langchain-nomic - langchain-ollama - langchain-perplexity - langchain-prompty - langchain-qdrant - langchain-xai - x other not sure general example code (python) error message and stack trace (if applicable) description i'm facing an issue where i cannot modify or disable the thinking level for the gemini-2.5-flash model. i tried multiple approaches, including passing thinkingconfig 0 through modelkwargs, but none of them worked. in the output i can see their are still some thinking tokens are getting used as totaltoken 48 in the output i am getting: response metadata 'safetyratings': , 'finishreason': 'stop', 'avglogprobs': 0.0 could not print raw response: 'aimessage' object has no attribute 'generationinfo' token counts 'inputtokens': 10, 'outputtokens': 17, 'totaltokens': 48 thinking tokens metadata search: meta 'safetyratings': , 'finishreason': 'stop', 'avglogprobs': 0.0 thinking: none tokenmetadata: none system info system information ------------------ os: linux os version: 88 22.04.1-ubuntu smp preemptdynamic tue oct 14 14:03:14 utc 2 python version: 3.10.12 (main, nov 4 2025, 08:48:33) gcc 11.4.0 package information ------------------- langchaincore: 0.3.76 langchain: 0.3.27 langsmith: 0.4.28 langchainaws: 0.2.33 langchaingooglegenai: 2.0.0 langchaingooglevertexai: 2.0.4 langchainopenai: 0.2.2 langchaintextsplitters: 0.3.11 optional packages not installed ------------------------------- langserve other dependencies ------------------ anthropic vertexai : installed. no version info available. async-timeout 4.0.0;: installed. no version info available. beautifulsoup4: 4.13.5 bedrock-agentcore: installed. no version info available. boto3: 1.40.32 google-cloud-aiplatform: 1.129.0 google-cloud-storage: 2.19.0 google-generativeai: 0.7.2 httpx: 0.28.1 httpx-sse: 0.4.3 httpx 0.23.0: installed. no version info available. jsonpatch 1.33: installed. no version info available. langchain-anthropic;: installed. no version info available. langchain-aws;: installed. no version info available. langchain-azure-ai;: installed. no version info available. langchain-cohere;: installed. no version info available. langchain-community;: installed. no version info available. langchain-core 0.3.72: installed. no version info available. langchain-core 0.3.75: installed. no version info available. langchain-deepseek;: installed. no version info available. langchain-fireworks;: installed. no version info available. langchain-google-genai;: installed. no version info available. langchain-google-vertexai;: installed. no version info available. langchain-groq;: installed. no version info available. langchain-huggingface;: installed. no version info available. langchain-mistralai: installed. no version info available. langchain-mistralai;: installed. no version info available. langchain-ollama;: installed. no version info available. langchain-openai;: installed. no version info available. langchain-perplexity;: installed. no version info available. langchain-text-splitters 0.3.9: installed. no version info available. langchain-together;: installed. no version info available. langchain-xai;: installed. no version info available. langsmith-pyo3 0.1.0rc2;: installed. no version info available. langsmith 0.1.17: installed. no version info available. langsmith 0.3.45: installed. no version info available. numpy: 1.26.4 openai: 1.107.2 openai-agents 0.0.3;: installed. no version info available. opentelemetry-api 1.30.0;: installed. no version info available. opentelemetry-exporter-otlp-proto-http 1.30.0;: installed. no version info available. opentelemetry-sdk 1.30.0;: installed. no version info available. orjson 3.9.14;: installed. no version info available. packaging 23.2: installed. no version info available. pillow: 9.0.1 playwright: installed. no version info available. pydantic: 2.11.9 pydantic 1: installed. no version info available. pydantic 2.7.4: installed. no version info available. pydantic 2.7.4: installed. no version info available. pytest 7.0.0;: installed. no version info available. pyyaml 5.3: installed. no version info available. requests-toolbelt 1.0.0: installed. no version info available. requests 2: installed. no version info available. requests 2.0.0: installed. no version info available. rich 13.9.4;: installed. no version info available. sqlalchemy 1.4: installed. no version info available. tenacity! 8.4.0, 8.1.0: installed. no version info available. tiktoken: 0.11.0 typing-extensions 4.7: installed. no version info available. vcrpy 7.0.0;: installed. no version info available. zstandard 0.23.0: installed. no version info available.""]"
0,803,0_langchain_version_info_installed,"['langchain', 'version', 'info', 'installed', 'available', 'version info', 'installed version', 'info available', 'package', 'feature']","[""bug report: uv sync --dev fails due to insufficient permissions for non-root users, causing dependency installation interruption problem description checked other resources - x this is a bug, not a usage question. - x i added a clear and descriptive title that summarizes this issue. - x i used the github search to find a similar question and didn't find it. - x i am sure that this is a bug in langchain rather than my code. - x the bug is not resolved by updating to the latest stable version of langchain (or the specific integration package). - x this is not related to the langchain-community package. - x i posted a self-contained, minimal, reproducible example. a maintainer can copy it and run it as is. package (required) - x langchain - langchain-openai - langchain-anthropic - langchain-classic - langchain-core - langchain-cli - langchain-model-profiles - langchain-tests - langchain-text-splitters - langchain-chroma - langchain-deepseek - langchain-exa - langchain-fireworks - langchain-groq - langchain-huggingface - langchain-mistralai - langchain-nomic - langchain-ollama - langchain-perplexity - langchain-prompty - langchain-qdrant - langchain-xai - other not sure general example code (python) error message and stack trace (if applicable) description error: permission denied (os error 13) caused by: failed to write to caused by: permission denied (os error 13) ------ system info claude-agent-sdk: installed. no version info available. httpx: 0.25.2 jsonpatch: 1.33 langchain-anthropic: installed. no version info available. langchain-aws: installed. no version info available. langchain-azure-ai: installed. no version info available. langchain-community: installed. no version info available. langchain-deepseek: installed. no version info available. langchain-fireworks: installed. no version info available. langchain-google-genai: installed. no version info available. langchain-google-vertexai: installed. no version info available. langchain-groq: installed. no version info available. langchain-huggingface: installed. no version info available. langchain-mistralai: installed. no version info available. langchain-model-profiles: installed. no version info available. langchain-ollama: installed. no version info available. langchain-openai: installed. no version info available. langchain-perplexity: installed. no version info available. langchain-together: installed. no version info available. langchain-xai: installed. no version info available. langgraph: 1.0.2 langsmith-pyo3: installed. no version info available. openai-agents: installed. no version info available. opentelemetry-api: installed. no version info available. opentelemetry-exporter-otlp-proto-http: installed. no version info available. opentelemetry-sdk: installed. no version info available. orjson: 3.11.4 packaging: 25.0 pydantic: 2.12.5 pytest: 7.4.3 pyyaml: 6.0.3 requests: 2.31.0 requests-toolbelt: 1.0.0 rich: 14.2.0 tenacity: 9.1.2 typing-extensions: 4.15.0 vcrpy: installed. no version info available. zstandard: 0.25.0"", ""withstructuredoutput does not work in docker checked other resources - x this is a bug, not a usage question. - x i added a clear and descriptive title that summarizes this issue. - x i used the github search to find a similar question and didn't find it. - x i am sure that this is a bug in langchain rather than my code. - x the bug is not resolved by updating to the latest stable version of langchain (or the specific integration package). - x this is not related to the langchain-community package. - x i posted a self-contained, minimal, reproducible example. a maintainer can copy it and run it as is. package (required) - x langchain - langchain-openai - langchain-anthropic - langchain-classic - x langchain-core - langchain-cli - langchain-model-profiles - langchain-tests - langchain-text-splitters - langchain-chroma - langchain-deepseek - langchain-exa - langchain-fireworks - langchain-groq - langchain-huggingface - langchain-mistralai - langchain-nomic - x langchain-ollama - langchain-perplexity - langchain-prompty - langchain-qdrant - langchain-xai - other not sure general example code (python) error message and stack trace (if applicable) description i had to check all the options above in checked other resources ; otherwise, i wouldn t have been able to submit. please excuse me. this code works on windows but does not work in docker. this is in docker below is the correct response,in windows system info system information ------------------ os: linux os version: 1 smp preemptdynamic thu jun 5 18:30:46 utc 2025 python version: 3.11.14 (main, nov 18 2025, 05:57:35) gcc 14.2.0 package information ------------------- langchaincore: 1.0.2 langchain: 1.0.3 langchaincommunity: 0.4.1 langsmith: 0.4.39 langchainclassic: 1.0.0 langchainollama: 1.0.0 langchaintextsplitters: 1.0.0 langgraphsdk: 0.2.9 optional packages not installed ------------------------------- langserve other dependencies ------------------ aiohttp: 3.13.2 async-timeout: installed. no version info available. claude-agent-sdk: installed. no version info available. dataclasses-json: 0.6.7 httpx: 0.28.1 httpx-sse: 0.4.3 jsonpatch: 1.33 langchain-anthropic: installed. no version info available. langchain-aws: installed. no version info available. langchain-deepseek: installed. no version info available. langchain-fireworks: installed. no version info available. langchain-google-genai: installed. no version info available. langchain-google-vertexai: installed. no version info available. langchain-groq: installed. no version info available. langchain-huggingface: installed. no version info available. langchain-mistralai: installed. no version info available. langchain-openai: installed. no version info available. langchain-perplexity: installed. no version info available. langchain-together: installed. no version info available. langchain-xai: installed. no version info available. langgraph: 1.0.2 langsmith-pyo3: installed. no version info available. numpy: 2.3.4 ollama: 0.6.0 openai-agents: installed. no version info available. opentelemetry-api: installed. no version info available. opentelemetry-exporter-otlp-proto-http: installed. no version info available. opentelemetry-sdk: installed. no version info available. orjson: 3.11.4 packaging: 25.0 pydantic: 2.12.3 pydantic-settings: 2.12.0 pytest: installed. no version info available. pyyaml: 6.0.3 pyyaml: 6.0.3 requests: 2.32.5 requests-toolbelt: 1.0.0 rich: 14.2.0 sqlalchemy: 2.0.44 sqlalchemy: 2.0.44 tenacity: 9.1.2 typing-extensions: 4.15.0 vcrpy: installed. no version info available. zstandard: 0.25.0"", ""ollamallm baseurl is ignored. checked other resources - x this is a bug, not a usage question. - x i added a clear and descriptive title that summarizes this issue. - x i used the github search to find a similar question and didn't find it. - x i am sure that this is a bug in langchain rather than my code. - x the bug is not resolved by updating to the latest stable version of langchain (or the specific integration package). - x this is not related to the langchain-community package. - x i posted a self-contained, minimal, reproducible example. a maintainer can copy it and run it as is. package (required) - langchain - langchain-openai - langchain-anthropic - langchain-classic - langchain-core - langchain-cli - langchain-model-profiles - langchain-tests - langchain-text-splitters - langchain-chroma - langchain-deepseek - langchain-exa - langchain-fireworks - langchain-groq - langchain-huggingface - langchain-mistralai - langchain-nomic - x langchain-ollama - langchain-perplexity - langchain-prompty - langchain-qdrant - langchain-xai - other not sure general example code (python) error message and stack trace (if applicable) description ollamallm parameter baseurl is ignored system info system information ------------------ os: linux os version: 35 24.04.1-ubuntu smp preemptdynamic tue oct 14 13:55:17 utc 2 python version: 3.10.12 (main, aug 15 2025, 14:32:43) gcc 11.4.0 package information ------------------- langchaincore: 1.0.3 langchain: 1.0.4 langsmith: 0.4.41 langchainchroma: 1.0.0 langchainmcpadapters: 0.1.12 langchainollama: 1.0.0 langgraph_sdk: 0.2.9 optional packages not installed ------------------------------- langserve other dependencies ------------------ chromadb: 1.3.4 claude-agent-sdk: installed. no version info available. httpx: 0.28.1 jsonpatch: 1.33 langchain-anthropic: installed. no version info available. langchain-aws: installed. no version info available. langchain-azure-ai: installed. no version info available. langchain-community: installed. no version info available. langchain-deepseek: installed. no version info available. langchain-fireworks: installed. no version info available. langchain-google-genai: installed. no version info available. langchain-google-vertexai: installed. no version info available. langchain-groq: installed. no version info available. langchain-huggingface: installed. no version info available. langchain-mistralai: installed. no version info available. langchain-model-profiles: installed. no version info available. langchain-openai: installed. no version info available. langchain-perplexity: installed. no version info available. langchain-together: installed. no version info available. langchain-xai: installed. no version info available. langgraph: 1.0.2 langsmith-pyo3: installed. no version info available. mcp: 1.13.0 numpy: 2.2.6 ollama: 0.6.0 openai-agents: installed. no version info available. opentelemetry-api: 1.38.0 opentelemetry-exporter-otlp-proto-http: installed. no version info available. opentelemetry-sdk: 1.38.0 orjson: 3.11.4 packaging: 25.0 pydantic: 2.12.4 pytest: 8.4.2 pyyaml: 6.0.3 requests: 2.32.5 requests-toolbelt: 1.0.0 rich: 14.2.0 tenacity: 9.1.2 typing-extensions: 4.15.0 vcrpy: installed. no version info available. zstandard: 0.25.0""]"
1,630,1_pr_assign_fix_hi,"['pr', 'assign', 'fix', 'hi', 'maintainer assign', 'like work', 'work', 'assign issue', 'thanks', 'assigned']","['hi, i would like to work on this issue. i have already identified the root cause and have a fix ready at 36331. could a maintainer please assign this issue to me so the pr can be reopened? thanks!', ""hi maintainers i've opened 36855 with a fix for this. per the bot's auto-close, could a maintainer assign this issue to me so the pr can be reopened for review? thanks!"", 'i have a fix ready in pr 35929. could a maintainer please assign me to this issue so the pr can be reopened?']"
2,368,2_agent_identity_chain_layer,"['agent', 'identity', 'chain', 'layer', 'trust', 'receipt', 'verification', 'signed', 'policy', 'audit']","[""this feature request nails the three missing primitives for production agent deployments. a few thoughts from building agent identity infrastructure: on cryptographic identity: the per-agent ed25519 keypair approach is sound, but the harder problem is cross-organizational verification. when agent a (built with langchain in org x) calls a tool in org y, org y needs to verify agent a's identity without access to org x's key infrastructure. this is where on-chain attestation helps identity proofs stored on a public ledger that any party can verify without bilateral trust. satp (solana agent trust protocol) uses this pattern: 45 attestation types across 14 proof categories, stored as immutable memos. any mcp server can verify an agent's trust score without knowing the agent's organization. on intent verification: the schema is the right abstraction. worth noting that ietf draft-klrc (transaction tokens for agents, march 2026) proposes a similar model at the protocol level scoped tokens that encode intent, authorized-by, constraints, and expiration. the ai trust commons recently cited three incidents (spotify honk, amazon kiro, meta rogue agent) where agents had valid identity and authorization but no intent boundaries. intent verification is becoming the next standard layer. on kill switches: kill switches need identity to work. you can't revoke what you can't identify. the pattern that scales: identity revocation list real-time propagation. hol (hashgraph online) achieves sub-3s global revocation propagation through consensus service messages. satp achieves it through attestation invalidation on-chain. practical integration path for langchain: rather than building identity from scratch in langchain-core, consider making it pluggable a interface that external identity systems can implement: this lets teams choose their trust backend (satp, agentid, hol, enterprise iam) without coupling langchain to any single identity system. the npm package already implements this pattern for mcp-based verification. would be interested in contributing a reference implementation if the langchain team is open to prs on this."", ""thanks, ( this is a useful extension of the discussion. the cross-org case is where problem becomes much harder. once an agent is calling tools outside its own deployment, static credentials alone are a weak basis for trust. we would still separate the layers very clearly: cryptographic identity helps establish who is calling attestations reputation can improve trust calibration across organizations execution-time enforcement determines whether the action can proceed at all so we see behavioral reputation as a valuable input, especially for cross-org authorization, but not as a substitute for a fail-closed execution boundary. in compact form: if that last step is not binding, the rest remains advisory. so the direction you describe is complementary, not competing: identity strengthens provenance, reputation strengthens trust decisions, and the boundary is what makes those decisions operational. great discussion. i want to address the three-layer model directly, because aip already covers all three and crucially, addresses 's point about execution-time binding. layer 1: cryptographic identity ed25519 keypair per agent, did-based addressing ( ). this is shipping today . layer 2: intent verification kill switch 8-step verification pipeline: version check schema validation expiry nonce replay signature (ed25519 or hmac) boundary enforcement (action allowlists, monetary limits, geo restrictions) revocation check attestation trust score. kill switch revokes globally with zero propagation delay via the revocation mesh. layer 3: behavioral reputation aip includes a bayesian trust score engine. trust is earned, not assigned computed from: - completion rate (successful total verifications) - violation history (boundary violations penalized) - revocation history (past revocations reduce trust) - attestation stability (frequent model changes penalized) - delegation depth (deeper chains less trusted) - age factor (longer history more trusted) a new agent starts at trust score 0.0. an agent with 500 successful verifications and zero violations earns a high score. this is exactly the behavioral signal describes without requiring blockchain infrastructure. for cross-org: the hosted platform ( korven.cc ( provides persistent trust scores that survive restarts and are shared across deployments. the trust history follows the agent's did, not the deployment. on execution-time enforcement ( ) this is the critical point and aip's module implements exactly the fail-closed pattern you describe. the enforcement chain: this is not advisory. the wrapper creates the envelope, signs it, verifies it through the pipeline, and only calls the wrapped function if is true. the tool call physically cannot proceed it's the same pattern as a tls handshake failure preventing data transmission. this works at three levels: - class decorator, all public methods gated - wrap any individual function - patch a running instance (works with crewai, langchain agents, any python object) on the interface happy to implement this. aip already exposes the right primitives: the key difference: aip gives you all three layers identity, intent verification, and behavioral trust in a single with zero external infrastructure dependencies. teams that need cross-org persistence can connect to aip cloud. teams that don't can run fully local. open to co-authoring a pr. our sdks: - python: ( pypi ( - typescript: 31 31 conformance tests passing ( github.com theaniketgiri aip ( - spec: rfc-001 ("", ""this thread converged on three properties that a production agent identity system needs: 1. enforcement fail-closed gate that blocks unauthorized execution ( , ) 2. admissibility structural proof that the transition was valid, not just that it was blocked ( , ) 3. behavioral evidence signed record of what actually happened, for forensics and kill-switch traceability ( ) the agent passport system ( implements all three as a single protocol stack. 103 modules, 2,189 tests. npm and pypi: how it maps to what this thread asked for: cryptographic identity ed25519 keypair per agent, signed passport with delegation chains. the identity is framework-agnostic ( based), so the same passport works across langchain, crewai, autogen, or any mcp server: delegation with monotonic narrowing 's point about cross-domain authority is handled by scoped delegation chains. each delegation can only narrow scope, never widen it. a sub-agent can never have more authority than its delegator: enforcement admissibility (3-signature chain) this is the core of 's distinction. aps doesn't just block it produces a cryptographic proof chain for every action: 1. agent declares what it wants to do (signed by agent) 2. evaluator checks against floor delegation (signed by evaluator) 3. executor proves what was done (signed by executor) three signatures. the intent is admissible (structurally valid transition), the decision is enforceable (fail-closed gate), and the receipt is evidence (behavioral record). 's point about cosigned records this is exactly that, with the evaluator as an independent third party. kill switch (cascade revocation): behavioral evidence chain each carries an optional , linking receipts into an append-only chain. after a kill switch fires, you trace back through the chain to find exactly which action in which agent caused the problem. this is what identified as the missing piece. on 's point about decoupling identity from frameworks agreed. aps identity is framework-agnostic by design. the passport and delegation chain work the same whether the agent runs on langchain, crewai, bare mcp, or a custom orchestrator. the enforcement layer sits between the agent and whatever tools it calls it doesn't require framework integration, just a gateway check before execution. the mcp server ( ) exposes 125 tools that any mcp-compatible client can call directly, including , , for the full 3-sig chain. happy to help scope a langchain integration pattern if there's interest. the cleanest path is a wrapper that calls before fail-closed, with a signed receipt chain as output.""]"
